,Symbol,Security,GICS Sector,text
75,BMY,Bristol-Myers Squibb,Health Care,"Bristol-Myers Squibb Company is an American pharmaceutical company, headquartered in New York City. Bristol-Myers Squibb manufactures prescription pharmaceuticals and biologics in several therapeutic areas, including cancer, HIV/AIDS, cardiovascular disease, diabetes, hepatitis, rheumatoid arthritis and psychiatric disorders."
76,AVGO,Broadcom Inc.,Information Technology,"Broadcom Inc. is an American designer, developer, manufacturer and global supplier of a broad range of semiconductor and infrastructure software products, Broadcom's product portfolio serves the data center, networking, software, broadband, wireless, and storage and industrial markets."
77,BR,Broadridge Financial Solutions,Information Technology,"Broadridge Financial Solutions is a public United States-based corporate services company founded in 2007 as a spin-off from Automatic Data Processing. The main business of Broadridge is as a service provider supplying public companies with proxy statements, annual reports and other financial documents, and shareholder communications solutions, such as virtual annual meetings."
78,BF.B,Brown-Forman Corp.,Consumer Staples,"The Brown–Forman Corporation is one of the largest American-owned companies in the spirits and wine business. Based in Louisville, Kentucky, it manufactures several well known brands throughout the world, including Jack Daniel's, Early Times, Old Forester, Woodford Reserve, Canadian Mist, GlenDronach, BenRiach, Glenglassaugh, Finlandia, Herradura, Korbel, and Chambord. Brown–Forman formerly owned Southern Comfort and Tuaca before selling them off in 2016."
79,CHRW,C. H. Robinson Worldwide,Industrials,"C.H. Robinson is an American Fortune 500 provider of multimodal transportation services and third-party logistics (3PL). The company offers freight transportation, transportation management, brokerage and warehousing. It offers truckload, less than truckload, air freight, intermodal, and ocean transportation."
80,COG,Cabot Oil & Gas,Energy,"Cabot Oil & Gas Corporation is a company engaged in hydrocarbon exploration. It is organized in Delaware and based in Houston, Texas. As of December 31, 2018, the company had 11.605 trillion cubic feet equivalent of proved reserves, all of which was natural gas and all of which was in the Marcellus Shale, where the company controls approximately 174,000 net acres."
81,CDNS,Cadence Design Systems,Information Technology,"Cadence Design Systems, Inc., headquartered in San Jose, California, in the North San Jose Innovation District,is an American multinational electronic design automation (EDA) software and engineering services company, founded in 1988 by the merger of SDA Systems and ECAD, Inc. The company produces software, hardware and silicon structures for designing integrated circuits, systems on chips (SoCs) and printed circuit boards."
82,CPB,Campbell Soup,Consumer Staples,"The Campbell Soup Company, also known as just Campbell's, is an American processed food and snack company. As the name implies, the company is most closely associated with its flagship canned soup products, however it has through mergers and acquisitions grown to become one of the largest processed food companies in the U.S., with a wide variety of products under its flagship Campbell's brand as well as such well-known brands as Pepperidge Farm, Snyder's of Hanover, V8, and Swanson. Under these brands and many others, Campbell's produces not only soups and broths, but other canned meals such as SpaghettiOs, baked goods such as cookies and crackers, beverages, and salty snacks such as pretzels and potato chips. It is headquartered in Camden, New Jersey."
83,COF,Capital One Financial,Financials,"Capital One Financial Corporation is an American bank holding company specializing in credit cards, auto loans, banking, and savings accounts, headquartered in McLean, Virginia. Capital One is ranked 11th on the list of largest banks in the United States by assets. The bank has 755 branches including 30 café style locations and 2,000 ATMs. It is ranked 98th on the Fortune 500, 17th on Fortune's 100 Best Companies to Work For list, and conducts business in the United States, Canada, and the United Kingdom. The company helped pioneer the mass marketing of credit cards in the 1990s. In 2016, it was the 5th largest credit card issuer by purchase volume, after American Express, JPMorgan Chase, Bank of America, and Citigroup."
84,CAH,Cardinal Health Inc.,Health Care,"Cardinal Health, Inc. is an American multinational health care services company, and the 14th highest revenue generating company in the United States. Its headquarters are based in Dublin, Ohio and Dublin, Ireland (EMEA). The company specializes in the distribution of pharmaceuticals and medical products, serving more than 100,000 locations. The company also manufactures medical and surgical products, including gloves, surgical apparel, and fluid management products. In addition, it operates the largest network of radiopharmacies in the U.S. Cardinal Health provides medical products to over 75 percent of hospitals in the United States."
